subj,block,success_rate,condition,run,stage
GL29,23,0.10798611111111112,nFB,2,early
GL03,24,0.584375,FB,3,late
GL04,24,0.5680555555555555,FB,3,late
GL05,24,0.46145833333333336,FB,3,late
GL06,24,0.328125,FB,3,late
GL07,24,0.3,FB,3,late
GL08,24,0.5173611111111112,FB,3,late
GL09,24,0.2791666666666667,FB,3,late
GL10,24,0.43159722222222224,FB,3,late
GL11,24,0.503125,FB,3,late
GL12,24,0.2659722222222222,FB,3,late
GL14,24,0.5996527777777778,FB,3,late
GL15,24,0.37118055555555557,FB,3,late
GL16,24,0.5788194444444444,FB,3,late
GL17,24,0.42256944444444444,FB,3,late
GL18,24,0.7253472222222223,FB,3,late
GL19,24,0.23541666666666666,FB,3,late
GL20,24,0.3267361111111111,FB,3,late
GL21,24,0.16875,FB,3,late
GL22,24,0.4479166666666667,FB,3,late
GL24,24,0.33645833333333336,FB,3,late
GL25,24,0.5315972222222223,FB,3,late
GL26,24,0.3732638888888889,FB,3,late
GL27,24,0.4305555555555556,FB,3,late
GL29,24,0.47638888888888886,FB,3,late
GL03,25,0.07430555555555556,nFB,3,late
GL04,25,0.10277777777777777,nFB,3,late
GL05,25,0.03819444444444445,nFB,3,late
GL06,25,0.04201388888888889,nFB,3,late
GL07,25,0.025694444444444443,nFB,3,late
GL08,25,0.09895833333333333,nFB,3,late
GL09,25,0.04722222222222222,nFB,3,late
GL10,25,0.16319444444444445,nFB,3,late
GL11,25,0.10555555555555556,nFB,3,late
GL12,25,0.06076388888888889,nFB,3,late
GL14,25,0.3715277777777778,nFB,3,late
GL15,25,0.08888888888888889,nFB,3,late
GL16,25,0.4461805555555556,nFB,3,late
GL17,25,0.05277777777777778,nFB,3,late
GL18,25,0.40208333333333335,nFB,3,late
GL19,25,0.010069444444444445,nFB,3,late
GL20,25,0.16597222222222222,nFB,3,late
GL21,25,0.11875,nFB,3,late
GL22,25,0.14305555555555555,nFB,3,late
GL24,25,0.20173611111111112,nFB,3,late
GL25,25,0.34930555555555554,nFB,3,late
GL26,25,0.25069444444444444,nFB,3,late
GL27,25,0.005555555555555556,nFB,3,late
GL29,25,0.20833333333333334,nFB,3,late
GL03,26,0.5833333333333334,FB,3,late
GL04,26,0.3701388888888889,FB,3,late
GL05,26,0.32083333333333336,FB,3,late
GL06,26,0.37916666666666665,FB,3,late
GL07,26,0.20451388888888888,FB,3,late
GL08,26,0.47152777777777777,FB,3,late
GL09,26,0.28715277777777776,FB,3,late
GL10,26,0.44583333333333336,FB,3,late
GL11,26,0.3885416666666667,FB,3,late
GL12,26,0.15347222222222223,FB,3,late
GL14,26,0.6493055555555556,FB,3,late
GL15,26,0.28888888888888886,FB,3,late
GL16,26,0.42569444444444443,FB,3,late
GL17,26,0.3034722222222222,FB,3,late
GL18,26,0.7038194444444444,FB,3,late
GL19,26,0.29444444444444445,FB,3,late
GL20,26,0.5826388888888889,FB,3,late
GL21,26,0.19930555555555557,FB,3,late
GL22,26,0.4378472222222222,FB,3,late
GL24,26,0.2520833333333333,FB,3,late
GL25,26,0.45208333333333334,FB,3,late
GL26,26,0.3284722222222222,FB,3,late
GL27,26,0.44513888888888886,FB,3,late
GL29,26,0.4864583333333333,FB,3,late
GL03,27,0.07708333333333334,nFB,3,late
GL04,27,0.1736111111111111,nFB,3,late
GL05,27,0.12569444444444444,nFB,3,late
GL06,27,0.05763888888888889,nFB,3,late
GL07,27,0.013194444444444444,nFB,3,late
GL08,27,0.3076388888888889,nFB,3,late
GL09,27,0.058333333333333334,nFB,3,late
GL10,27,0.17881944444444445,nFB,3,late
GL11,27,0.09375,nFB,3,late
GL12,27,0.024652777777777777,nFB,3,late
GL14,27,0.15625,nFB,3,late
GL15,27,0.14270833333333333,nFB,3,late
GL16,27,0.31180555555555556,nFB,3,late
GL17,27,0.10277777777777777,nFB,3,late
GL18,27,0.45069444444444445,nFB,3,late
GL19,27,0.0125,nFB,3,late
GL20,27,0.43645833333333334,nFB,3,late
GL21,27,0.04131944444444444,nFB,3,late
GL22,27,0.16111111111111112,nFB,3,late
GL24,27,0.03159722222222222,nFB,3,late
GL25,27,0.22708333333333333,nFB,3,late
GL26,27,0.08819444444444445,nFB,3,late
GL27,27,0.00625,nFB,3,late
GL29,27,0.14201388888888888,nFB,3,late
GL03,28,0.6611111111111111,FB,3,late
GL04,28,0.5722222222222222,FB,3,late
GL05,28,0.4864583333333333,FB,3,late
GL06,28,0.3423611111111111,FB,3,late
GL07,28,0.22430555555555556,FB,3,late
GL08,28,0.5555555555555556,FB,3,late
GL09,28,0.2899305555555556,FB,3,late
GL10,28,0.4284722222222222,FB,3,late
GL11,28,0.3284722222222222,FB,3,late
GL12,28,0.3951388888888889,FB,3,late
GL14,28,0.6440972222222222,FB,3,late
GL15,28,0.3680555555555556,FB,3,late
GL16,28,0.5236111111111111,FB,3,late
GL17,28,0.4579861111111111,FB,3,late
GL18,28,0.6965277777777777,FB,3,late
GL19,28,0.21631944444444445,FB,3,late
GL20,28,0.47118055555555555,FB,3,late
GL21,28,0.2482638888888889,FB,3,late
GL22,28,0.4131944444444444,FB,3,late
GL24,28,0.1920138888888889,FB,3,late
GL25,28,0.47881944444444446,FB,3,late
GL26,28,0.3121527777777778,FB,3,late
GL27,28,0.44305555555555554,FB,3,late
GL29,28,0.465625,FB,3,late
GL03,29,0.075,nFB,3,late
GL04,29,0.26805555555555555,nFB,3,late
GL05,29,0.16111111111111112,nFB,3,late
GL06,29,0.16875,nFB,3,late
GL07,29,0.07222222222222222,nFB,3,late
GL08,29,0.25625,nFB,3,late
GL09,29,0.07013888888888889,nFB,3,late
GL10,29,0.1638888888888889,nFB,3,late
GL11,29,0.009722222222222222,nFB,3,late
GL12,29,0.034722222222222224,nFB,3,late
GL14,29,0.25416666666666665,nFB,3,late
GL15,29,0.09131944444444444,nFB,3,late
GL16,29,0.4013888888888889,nFB,3,late
GL17,29,0.07048611111111111,nFB,3,late
GL18,29,0.46493055555555557,nFB,3,late
GL19,29,0.007291666666666667,nFB,3,late
GL20,29,0.3302083333333333,nFB,3,late
GL21,29,0.04895833333333333,nFB,3,late
GL22,29,0.03298611111111111,nFB,3,late
GL24,29,0.009027777777777777,nFB,3,late
GL25,29,0.3059027777777778,nFB,3,late
GL26,29,0.13645833333333332,nFB,3,late
GL27,29,0.040625,nFB,3,late
GL29,29,0.134375,nFB,3,late
GL03,30,0.665625,FB,3,late
GL04,30,0.39861111111111114,FB,3,late
GL05,30,0.41875,FB,3,late
GL06,30,0.4201388888888889,FB,3,late
GL07,30,0.20555555555555555,FB,3,late
GL08,30,0.4236111111111111,FB,3,late
GL09,30,0.3388888888888889,FB,3,late
GL10,30,0.2545138888888889,FB,3,late
GL11,30,0.38819444444444445,FB,3,late
GL12,30,0.2746527777777778,FB,3,late
GL14,30,0.6458333333333334,FB,3,late
GL15,30,0.30243055555555554,FB,3,late
GL16,30,0.5385416666666667,FB,3,late
GL17,30,0.4444444444444444,FB,3,late
GL18,30,0.6399305555555556,FB,3,late
GL19,30,0.33819444444444446,FB,3,late
GL20,30,0.46319444444444446,FB,3,late
GL21,30,0.24583333333333332,FB,3,late
GL22,30,0.4048611111111111,FB,3,late
GL24,30,0.03263888888888889,FB,3,late
GL25,30,0.36666666666666664,FB,3,late
GL26,30,0.41458333333333336,FB,3,late
GL27,30,0.32013888888888886,FB,3,late
GL29,30,0.45208333333333334,FB,3,late
GL03,31,0.13125,nFB,3,late
GL04,31,0.3003472222222222,nFB,3,late
GL05,31,0.09756944444444444,nFB,3,late
GL06,31,0.13402777777777777,nFB,3,late
GL07,31,0.10659722222222222,nFB,3,late
GL08,31,0.36666666666666664,nFB,3,late
GL09,31,0.10520833333333333,nFB,3,late
GL10,31,0.12083333333333333,nFB,3,late
GL11,31,0.06354166666666666,nFB,3,late
GL12,31,0.05798611111111111,nFB,3,late
GL14,31,0.2465277777777778,nFB,3,late
GL15,31,0.13229166666666667,nFB,3,late
GL16,31,0.4270833333333333,nFB,3,late
GL17,31,0.03090277777777778,nFB,3,late
GL18,31,0.4253472222222222,nFB,3,late
GL19,31,0.06597222222222222,nFB,3,late
GL20,31,0.33819444444444446,nFB,3,late
GL21,31,0.029166666666666667,nFB,3,late
GL22,31,0.022222222222222223,nFB,3,late
GL24,31,0.003472222222222222,nFB,3,late
GL25,31,0.46597222222222223,nFB,3,late
GL26,31,0.08993055555555556,nFB,3,late
GL27,31,0.050694444444444445,nFB,3,late
GL29,31,0.19479166666666667,nFB,3,late
GL03,32,0.6524305555555555,FB,3,late
GL04,32,0.4791666666666667,FB,3,late
GL05,32,0.35208333333333336,FB,3,late
GL06,32,0.34756944444444443,FB,3,late
GL07,32,0.2708333333333333,FB,3,late
GL08,32,0.4809027777777778,FB,3,late
GL09,32,0.35555555555555557,FB,3,late
GL10,32,0.18611111111111112,FB,3,late
GL11,32,0.5208333333333334,FB,3,late
GL12,32,0.15416666666666667,FB,3,late
GL14,32,0.6645833333333333,FB,3,late
GL15,32,0.15381944444444445,FB,3,late
GL16,32,0.6548611111111111,FB,3,late
GL17,32,0.28229166666666666,FB,3,late
GL18,32,0.6458333333333334,FB,3,late
GL19,32,0.17326388888888888,FB,3,late
GL20,32,0.31840277777777776,FB,3,late
GL21,32,0.19340277777777778,FB,3,late
GL22,32,0.2777777777777778,FB,3,late
GL24,32,0.08645833333333333,FB,3,late
GL25,32,0.48854166666666665,FB,3,late
GL26,32,0.18958333333333333,FB,3,late
GL27,32,0.3267361111111111,FB,3,late
GL29,32,0.48020833333333335,FB,3,late
GL03,33,0.18194444444444444,nFB,3,late
GL04,33,0.19340277777777778,nFB,3,late
GL05,33,0.003125,nFB,3,late
GL06,33,0.19722222222222222,nFB,3,late
GL07,33,0.021875,nFB,3,late
GL08,33,0.10208333333333333,nFB,3,late
GL09,33,0.059375,nFB,3,late
GL10,33,0.14930555555555555,nFB,3,late
GL11,33,0.16006944444444443,nFB,3,late
GL12,33,0.11875,nFB,3,late
GL14,33,0.14583333333333334,nFB,3,late
GL15,33,0.14444444444444443,nFB,3,late
GL16,33,0.35520833333333335,nFB,3,late
GL17,33,0.10069444444444445,nFB,3,late
GL18,33,0.5611111111111111,nFB,3,late
GL19,33,0.012847222222222222,nFB,3,late
GL20,33,0.11354166666666667,nFB,3,late
GL21,33,0.10694444444444444,nFB,3,late
GL22,33,0.06388888888888888,nFB,3,late
GL24,33,0.024652777777777777,nFB,3,late
GL25,33,0.24027777777777778,nFB,3,late
GL26,33,0.11979166666666667,nFB,3,late
GL27,33,0.046875,nFB,3,late
GL29,33,0.10347222222222222,nFB,3,late
GL03,34,0.5572916666666666,FB,3,late
GL04,34,0.4565972222222222,FB,3,late
GL05,34,0.32916666666666666,FB,3,late
GL06,34,0.409375,FB,3,late
GL07,34,0.14027777777777778,FB,3,late
GL08,34,0.6572916666666667,FB,3,late
GL09,34,0.41423611111111114,FB,3,late
GL10,34,0.3715277777777778,FB,3,late
GL11,34,0.5545138888888889,FB,3,late
GL12,34,0.18125,FB,3,late
GL14,34,0.7215277777777778,FB,3,late
GL15,34,0.23368055555555556,FB,3,late
GL16,34,0.5486111111111112,FB,3,late
GL17,34,0.459375,FB,3,late
GL18,34,0.7142361111111111,FB,3,late
GL19,34,0.38263888888888886,FB,3,late
GL20,34,0.55625,FB,3,late
GL21,34,0.12638888888888888,FB,3,late
GL22,34,0.38055555555555554,FB,3,late
GL24,34,0.21284722222222222,FB,3,late
GL25,34,0.5065972222222223,FB,3,late
GL26,34,0.23506944444444444,FB,3,late
GL27,34,0.36319444444444443,FB,3,late
GL29,34,0.4423611111111111,FB,3,late
GL03,35,0.13055555555555556,nFB,3,late
GL04,35,0.23055555555555557,nFB,3,late
GL05,35,0.06145833333333333,nFB,3,late
GL06,35,0.08263888888888889,nFB,3,late
GL07,35,0.014583333333333334,nFB,3,late
GL08,35,0.04652777777777778,nFB,3,late
GL09,35,0.18229166666666666,nFB,3,late
GL10,35,0.12013888888888889,nFB,3,late
GL11,35,0.07361111111111111,nFB,3,late
GL12,35,0.09513888888888888,nFB,3,late
GL14,35,0.1361111111111111,nFB,3,late
GL15,35,0.13125,nFB,3,late
GL16,35,0.12256944444444444,nFB,3,late
GL17,35,0.05277777777777778,nFB,3,late
GL18,35,0.4427083333333333,nFB,3,late
GL19,35,0.006597222222222222,nFB,3,late
GL20,35,0.09479166666666666,nFB,3,late
GL21,35,0.09305555555555556,nFB,3,late
GL22,35,0.22430555555555556,nFB,3,late
GL24,35,0.005208333333333333,nFB,3,late
GL25,35,0.3145833333333333,nFB,3,late
GL26,35,0.0875,nFB,3,late
GL27,35,0.007291666666666667,nFB,3,late
GL29,35,0.13368055555555555,nFB,3,late
GL03,36,0.603125,FB,4,late
GL04,36,0.43506944444444445,FB,4,late
GL05,36,0.5326388888888889,FB,4,late
GL06,36,0.2916666666666667,FB,4,late
GL07,36,0.3329861111111111,FB,4,late
GL08,36,0.49618055555555557,FB,4,late
GL09,36,0.3996527777777778,FB,4,late
GL10,36,0.17673611111111112,FB,4,late
GL11,36,0.65,FB,4,late
GL12,36,0.2847222222222222,FB,4,late
GL14,36,0.7822916666666667,FB,4,late
GL15,36,0.40694444444444444,FB,4,late
GL16,36,0.5555555555555556,FB,4,late
GL17,36,0.4708333333333333,FB,4,late
GL18,36,0.6486111111111111,FB,4,late
GL19,36,0.3902777777777778,FB,4,late
GL20,36,0.3388888888888889,FB,4,late
GL21,36,0.1736111111111111,FB,4,late
GL22,36,0.5642361111111112,FB,4,late
GL24,36,0.46493055555555557,FB,4,late
GL25,36,0.56875,FB,4,late
GL26,36,0.3927083333333333,FB,4,late
GL27,36,0.3902777777777778,FB,4,late
GL29,36,0.5427083333333333,FB,4,late
GL03,37,0.14583333333333334,nFB,4,late
GL04,37,0.071875,nFB,4,late
GL05,37,0.134375,nFB,4,late
GL06,37,0.06354166666666666,nFB,4,late
GL07,37,0.075,nFB,4,late
GL08,37,0.24756944444444445,nFB,4,late
GL09,37,0.10659722222222222,nFB,4,late
GL10,37,0.16597222222222222,nFB,4,late
GL11,37,0.27881944444444445,nFB,4,late
GL12,37,0.071875,nFB,4,late
GL14,37,0.28923611111111114,nFB,4,late
GL15,37,0.11006944444444444,nFB,4,late
GL16,37,0.37395833333333334,nFB,4,late
GL17,37,0.09513888888888888,nFB,4,late
GL18,37,0.30416666666666664,nFB,4,late
GL19,37,0.035416666666666666,nFB,4,late
GL20,37,0.28958333333333336,nFB,4,late
GL21,37,0.09513888888888888,nFB,4,late
GL22,37,0.2222222222222222,nFB,4,late
GL24,37,0.07777777777777778,nFB,4,late
GL25,37,0.3659722222222222,nFB,4,late
GL26,37,0.14479166666666668,nFB,4,late
GL27,37,0.103125,nFB,4,late
GL29,37,0.2989583333333333,nFB,4,late
GL03,38,0.5402777777777777,FB,4,late
GL04,38,0.4125,FB,4,late
GL05,38,0.3861111111111111,FB,4,late
GL06,38,0.40902777777777777,FB,4,late
GL07,38,0.35694444444444445,FB,4,late
GL08,38,0.4496527777777778,FB,4,late
GL09,38,0.4354166666666667,FB,4,late
GL10,38,0.5309027777777777,FB,4,late
GL11,38,0.34965277777777776,FB,4,late
GL12,38,0.25069444444444444,FB,4,late
GL14,38,0.7409722222222223,FB,4,late
GL15,38,0.27847222222222223,FB,4,late
GL16,38,0.4777777777777778,FB,4,late
GL17,38,0.5677083333333334,FB,4,late
GL18,38,0.659375,FB,4,late
GL19,38,0.42083333333333334,FB,4,late
GL20,38,0.5017361111111112,FB,4,late
GL21,38,0.35555555555555557,FB,4,late
GL22,38,0.4986111111111111,FB,4,late
GL24,38,0.46944444444444444,FB,4,late
GL25,38,0.5302083333333333,FB,4,late
GL26,38,0.36666666666666664,FB,4,late
GL27,38,0.365625,FB,4,late
GL29,38,0.4722222222222222,FB,4,late
GL03,39,0.2361111111111111,nFB,4,late
GL04,39,0.12152777777777778,nFB,4,late
GL05,39,0.034027777777777775,nFB,4,late
GL06,39,0.103125,nFB,4,late
GL07,39,0.12395833333333334,nFB,4,late
GL08,39,0.16041666666666668,nFB,4,late
GL09,39,0.16180555555555556,nFB,4,late
GL10,39,0.2673611111111111,nFB,4,late
GL11,39,0.11145833333333334,nFB,4,late
GL12,39,0.033680555555555554,nFB,4,late
GL14,39,0.28506944444444443,nFB,4,late
GL15,39,0.128125,nFB,4,late
GL16,39,0.4427083333333333,nFB,4,late
GL17,39,0.06354166666666666,nFB,4,late
GL18,39,0.40034722222222224,nFB,4,late
GL19,39,0.06666666666666667,nFB,4,late
GL20,39,0.27326388888888886,nFB,4,late
GL21,39,0.11388888888888889,nFB,4,late
GL22,39,0.17326388888888888,nFB,4,late
GL24,39,0.005555555555555556,nFB,4,late
GL25,39,0.23402777777777778,nFB,4,late
GL26,39,0.075,nFB,4,late
GL27,39,0.084375,nFB,4,late
GL29,39,0.3260416666666667,nFB,4,late
GL03,40,0.5118055555555555,FB,4,late
GL04,40,0.5704861111111111,FB,4,late
GL05,40,0.31875,FB,4,late
GL06,40,0.46145833333333336,FB,4,late
GL07,40,0.4618055555555556,FB,4,late
GL08,40,0.5024305555555556,FB,4,late
GL09,40,0.30486111111111114,FB,4,late
GL10,40,0.5930555555555556,FB,4,late
GL11,40,0.3732638888888889,FB,4,late
GL12,40,0.12986111111111112,FB,4,late
GL14,40,0.7597222222222222,FB,4,late
GL15,40,0.33402777777777776,FB,4,late
GL16,40,0.65,FB,4,late
GL17,40,0.4791666666666667,FB,4,late
GL18,40,0.7211805555555556,FB,4,late
GL19,40,0.49618055555555557,FB,4,late
GL20,40,0.6260416666666667,FB,4,late
GL21,40,0.296875,FB,4,late
GL22,40,0.5135416666666667,FB,4,late
GL24,40,0.5670138888888889,FB,4,late
GL25,40,0.5722222222222222,FB,4,late
GL26,40,0.3527777777777778,FB,4,late
GL27,40,0.38993055555555556,FB,4,late
GL29,40,0.5597222222222222,FB,4,late
GL03,41,0.22847222222222222,nFB,4,late
GL04,41,0.03090277777777778,nFB,4,late
GL05,41,0.027777777777777776,nFB,4,late
GL06,41,0.11284722222222222,nFB,4,late
GL07,41,0.029166666666666667,nFB,4,late
GL08,41,0.05659722222222222,nFB,4,late
GL09,41,0.2065972222222222,nFB,4,late
GL10,41,0.06215277777777778,nFB,4,late
GL11,41,0.07847222222222222,nFB,4,late
GL12,41,0.021527777777777778,nFB,4,late
GL14,41,0.26180555555555557,nFB,4,late
GL15,41,0.13055555555555556,nFB,4,late
GL16,41,0.42743055555555554,nFB,4,late
GL17,41,0.057291666666666664,nFB,4,late
GL18,41,0.3861111111111111,nFB,4,late
GL19,41,0.07222222222222222,nFB,4,late
GL20,41,0.15069444444444444,nFB,4,late
GL21,41,0.03159722222222222,nFB,4,late
GL22,41,0.03090277777777778,nFB,4,late
GL24,41,0.14270833333333333,nFB,4,late
GL25,41,0.21631944444444445,nFB,4,late
GL26,41,0.12048611111111111,nFB,4,late
GL27,41,0.021875,nFB,4,late
GL29,41,0.19409722222222223,nFB,4,late
GL03,42,0.6788194444444444,FB,4,late
GL04,42,0.6020833333333333,FB,4,late
GL05,42,0.5145833333333333,FB,4,late
GL06,42,0.45034722222222223,FB,4,late
GL07,42,0.3576388888888889,FB,4,late
GL08,42,0.5996527777777778,FB,4,late
GL09,42,0.3420138888888889,FB,4,late
GL10,42,0.48125,FB,4,late
GL11,42,0.4673611111111111,FB,4,late
GL12,42,0.125,FB,4,late
GL14,42,0.70625,FB,4,late
GL15,42,0.49201388888888886,FB,4,late
GL16,42,0.6111111111111112,FB,4,late
GL17,42,0.5232638888888889,FB,4,late
GL18,42,0.7177083333333333,FB,4,late
GL19,42,0.3746527777777778,FB,4,late
GL20,42,0.5534722222222223,FB,4,late
GL21,42,0.4111111111111111,FB,4,late
GL22,42,0.5385416666666667,FB,4,late
GL24,42,0.6458333333333334,FB,4,late
GL25,42,0.5697916666666667,FB,4,late
GL26,42,0.30069444444444443,FB,4,late
GL27,42,0.3958333333333333,FB,4,late
GL29,42,0.4270833333333333,FB,4,late
GL03,43,0.3170138888888889,nFB,4,late
GL04,43,0.23819444444444443,nFB,4,late
GL05,43,0.03576388888888889,nFB,4,late
GL06,43,0.11840277777777777,nFB,4,late
GL07,43,0.04548611111111111,nFB,4,late
GL08,43,0.14201388888888888,nFB,4,late
GL09,43,0.20833333333333334,nFB,4,late
GL10,43,0.16944444444444445,nFB,4,late
GL11,43,0.109375,nFB,4,late
GL12,43,0.03159722222222222,nFB,4,late
GL14,43,0.1517361111111111,nFB,4,late
GL15,43,0.06527777777777778,nFB,4,late
GL16,43,0.5305555555555556,nFB,4,late
GL17,43,0.029513888888888888,nFB,4,late
GL18,43,0.4284722222222222,nFB,4,late
GL19,43,0.005555555555555556,nFB,4,late
GL20,43,0.10798611111111112,nFB,4,late
GL21,43,0.03576388888888889,nFB,4,late
GL22,43,0.14583333333333334,nFB,4,late
GL24,43,0.02847222222222222,nFB,4,late
GL25,43,0.34097222222222223,nFB,4,late
GL26,43,0.11388888888888889,nFB,4,late
GL27,43,0.012847222222222222,nFB,4,late
GL29,43,0.2232638888888889,nFB,4,late
GL03,44,0.6315972222222223,FB,4,late
GL04,44,0.6756944444444445,FB,4,late
GL05,44,0.34097222222222223,FB,4,late
GL06,44,0.4215277777777778,FB,4,late
GL07,44,0.2670138888888889,FB,4,late
GL08,44,0.5576388888888889,FB,4,late
GL09,44,0.4732638888888889,FB,4,late
GL10,44,0.4545138888888889,FB,4,late
GL11,44,0.5822916666666667,FB,4,late
GL12,44,0.05486111111111111,FB,4,late
GL14,44,0.7451388888888889,FB,4,late
GL15,44,0.3079861111111111,FB,4,late
GL16,44,0.6444444444444445,FB,4,late
GL17,44,0.48541666666666666,FB,4,late
GL18,44,0.6930555555555555,FB,4,late
GL19,44,0.47465277777777776,FB,4,late
GL20,44,0.571875,FB,4,late
GL21,44,0.3923611111111111,FB,4,late
GL22,44,0.6069444444444444,FB,4,late
GL24,44,0.5493055555555556,FB,4,late
GL25,44,0.5222222222222223,FB,4,late
GL26,44,0.3753472222222222,FB,4,late
GL27,44,0.39131944444444444,FB,4,late
GL29,44,0.3951388888888889,FB,4,late
GL03,45,0.16666666666666666,nFB,4,late
GL04,45,0.1232638888888889,nFB,4,late
GL05,45,0.06319444444444444,nFB,4,late
GL06,45,0.11701388888888889,nFB,4,late
GL07,45,0.06388888888888888,nFB,4,late
GL08,45,0.04375,nFB,4,late
GL09,45,0.17708333333333334,nFB,4,late
GL10,45,0.18854166666666666,nFB,4,late
GL11,45,0.07847222222222222,nFB,4,late
GL12,45,0.071875,nFB,4,late
GL14,45,0.390625,nFB,4,late
GL15,45,0.046875,nFB,4,late
GL16,45,0.4371527777777778,nFB,4,late
GL17,45,0.09791666666666667,nFB,4,late
GL18,45,0.39895833333333336,nFB,4,late
GL19,45,0.06840277777777778,nFB,4,late
GL20,45,0.22777777777777777,nFB,4,late
GL21,45,0.02326388888888889,nFB,4,late
GL22,45,0.21909722222222222,nFB,4,late
GL24,45,0.11041666666666666,nFB,4,late
GL25,45,0.16631944444444444,nFB,4,late
GL26,45,0.20416666666666666,nFB,4,late
GL27,45,0.016319444444444445,nFB,4,late
GL29,45,0.1753472222222222,nFB,4,late
GL03,46,0.6729166666666667,FB,4,late
GL04,46,0.6440972222222222,FB,4,late
GL05,46,0.4079861111111111,FB,4,late
GL06,46,0.4909722222222222,FB,4,late
GL07,46,0.28715277777777776,FB,4,late
GL08,46,0.43159722222222224,FB,4,late
GL09,46,0.45694444444444443,FB,4,late
GL10,46,0.4059027777777778,FB,4,late
GL11,46,0.4232638888888889,FB,4,late
GL12,46,0.228125,FB,4,late
GL14,46,0.7736111111111111,FB,4,late
GL15,46,0.3892361111111111,FB,4,late
GL16,46,0.7246527777777778,FB,4,late
GL17,46,0.5340277777777778,FB,4,late
GL18,46,0.7142361111111111,FB,4,late
GL19,46,0.39895833333333336,FB,4,late
GL20,46,0.49236111111111114,FB,4,late
GL21,46,0.20173611111111112,FB,4,late
GL22,46,0.4826388888888889,FB,4,late
GL24,46,0.7048611111111112,FB,4,late
GL25,46,0.48055555555555557,FB,4,late
GL26,46,0.5208333333333334,FB,4,late
GL27,46,0.38472222222222224,FB,4,late
GL29,46,0.471875,FB,4,late
GL03,47,0.1951388888888889,nFB,4,late
GL04,47,0.18854166666666666,nFB,4,late
GL05,47,0.13923611111111112,nFB,4,late
GL06,47,0.13125,nFB,4,late
GL07,47,0.060069444444444446,nFB,4,late
GL08,47,0.04722222222222222,nFB,4,late
GL09,47,0.2552083333333333,nFB,4,late
GL10,47,0.2760416666666667,nFB,4,late
GL11,47,0.14652777777777778,nFB,4,late
GL12,47,0.08194444444444444,nFB,4,late
GL14,47,0.3680555555555556,nFB,4,late
GL15,47,0.16319444444444445,nFB,4,late
GL16,47,0.409375,nFB,4,late
GL17,47,0.07118055555555555,nFB,4,late
GL18,47,0.4739583333333333,nFB,4,late
GL19,47,0.00625,nFB,4,late
GL20,47,0.20381944444444444,nFB,4,late
GL21,47,0.044097222222222225,nFB,4,late
GL22,47,0.18159722222222222,nFB,4,late
GL24,47,0.05694444444444444,nFB,4,late
GL25,47,0.21770833333333334,nFB,4,late
GL26,47,0.190625,nFB,4,late
GL27,47,0.07604166666666666,nFB,4,late
GL29,47,0.1986111111111111,nFB,4,late
GL03,48,0.6319444444444444,Test,5,late
GL04,48,0.6225694444444444,Test,5,late
GL05,48,0.4236111111111111,Test,5,late
GL06,48,0.4513888888888889,Test,5,late
GL07,48,0.19166666666666668,Test,5,late
GL08,48,0.46319444444444446,Test,5,late
GL09,48,0.5215277777777778,Test,5,late
GL10,48,0.571875,Test,5,late
GL11,48,0.5875,Test,5,late
